ID,homo_lumo_gap_ev,final_single_point_energy_hartree,homo_energy_ev,lumo_energy_ev,chemical_hardness_eta_ev,electrophilicity_index_omega_ev,dipole_moment_magnitude_debye,electronegativity_chi_ev
DB08457,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB08460,2.4671,-5756.09204478,-4.89,-2.4229,1.23355,5.41916688,23.2096709,3.65645
DB08461,3.4876,-4611.7692353,-4.9703,-1.4827,1.7438,2.98494731,34.44023582,3.2265
DB08499,0.9772,-5168.18656707,-4.9623,-3.9851,0.4886,20.48095752,36.35154257,4.4737
DB08511,2.8608,-4377.23174523,-4.8046,-1.9438,1.4304,3.97973491,27.40921774,3.3742
DB08514,3.0212,-4984.3463085,-4.7544,-1.7332,1.5106,3.48280102,22.98622792,3.2438
DB08527,2.6966,-5172.77825509,-4.9202,-2.2236,1.3483,4.73131707,38.40398234,3.5719
DB08531,3.0765,-5529.45086524,-4.8227,-1.7462,1.53825,3.50645597,30.20403565,3.28445
DB08535,2.8036,-7183.82690777,-4.6971,-1.8935,1.4018,3.87323516,43.06774047,3.2953
DB08536,2.7285,-7183.8273766,-4.5846,-1.8561,1.36425,3.80086279,32.40135441,3.22035
DB08537,2.7674,-7183.84447914,-4.6582,-1.8908,1.3837,3.8745213,27.76117051,3.2745
DB08538,2.6907,-4958.78966336,-4.7259,-2.0352,1.34535,4.24726588,36.76999881,3.38055
DB08539,2.7481,-4726.95793391,-4.5934,-1.8453,1.37405,3.77141095,41.26434664,3.21935
DB08572,3.0026,-4896.13687652,-4.8239,-1.8213,1.5013,3.67670378,32.03113473,3.3226
DB08580,3.2462,-7557.45677122,-4.9118,-1.6656,1.6231,3.33175642,31.79250491,3.2887
DB08588,2.8784,-4803.45247587,-4.9261,-2.0477,1.4392,4.22403822,37.15330588,3.4869
DB08590,1.4066,-5164.67029047,-4.9457,-3.5391,0.7033,12.79536312,28.29686821,4.2424
DB08602,2.914,-5001.887884,-4.9578,-2.0438,1.457,4.20576549,25.4149752,3.5008
DB08607,2.9966,-5401.48168362,-4.6732,-1.6766,1.4983,3.36380899,26.86222615,3.1749
DB08622,3.7547,-6020.60356825,-4.9297,-1.175,1.87735,2.48138081,33.20416723,3.05235
DB08645,3.0513,-6593.27522246,-5.018,-1.9667,1.52565,3.99715155,32.1007493,3.49235
DB08653,3.8391,-4139.48830479,-4.9429,-1.1038,1.91955,2.38093439,26.43470885,3.02335
DB08665,1.5854,-4666.25818828,-5.0048,-3.4194,0.7927,11.19073194,21.10481351,4.2121
DB08666,3.3099,-4657.37105438,-4.562,-1.2521,1.65495,2.55323113,36.67774011,2.90705
DB08669,3.8498,-4962.78222443,-4.9716,-1.1218,1.9249,2.41113328,43.82161263,3.0467
DB08674,2.6273,-5069.14221373,-4.8107,-2.1834,1.31365,4.65472489,36.25896234,3.49705
DB08676,2.9391,-5110.83834721,-4.9747,-2.0356,1.46955,4.18021725,32.9485338,3.50515
DB08677,3.4148,-4783.74345814,-4.9303,-1.5155,1.7074,3.04178412,34.71047556,3.2229
DB08683,2.0387,-4955.1967539,-4.9874,-2.9487,1.01935,7.72326522,35.73669319,3.96805
DB08686,3.2354,-4643.8642772,-5.0008,-1.7654,1.6177,3.53754269,31.05757081,3.3831
DB08701,2.0803,-7322.15880837,-4.9421,-2.8618,1.04015,7.31875874,32.8139933,3.90195
DB08703,1.4159,-5020.07251592,-4.92,-3.5041,0.70795,12.53009761,29.00737488,4.21205
DB08705,2.2089,-7168.29608598,-4.9902,-2.7813,1.10445,6.83555302,38.36308248,3.88575
DB08706,2.1148,-5245.0210644,-4.8719,-2.7571,1.0574,6.88027721,30.43341508,3.8145
DB08721,2.9695,-5938.54745305,-4.9796,-2.0101,1.48475,4.11314246,9.94336713,3.49485
DB08729,3.2915,-5595.60085035,-5.0423,-1.7508,1.64575,3.50495273,27.60002498,3.39655
DB08750,3.0236,-4865.82422004,-4.5997,-1.5761,1.5118,3.15356741,23.52396846,3.0879
DB08768,3.6545,-4304.32285104,-4.8575,-1.203,1.82725,2.51263239,29.21007469,3.03025
DB08770,3.1233,-4794.06514783,-4.9372,-1.8139,1.56165,3.6481727,44.33523128,3.37555
DB08777,3.1502,-4611.72715406,-4.9384,-1.7882,1.5751,3.59081547,28.1458853,3.3633
DB08787,2.6074,-5453.25756027,-4.5656,-1.9582,1.3037,4.08069019,36.67986897,3.2619
DB08788,2.4482,-5120.87701152,-4.8739,-2.4257,1.2241,5.44115678,27.64276427,3.6498
DB08789,2.7381,-5833.29058418,-4.9736,-2.2355,1.36905,4.74518122,24.09008814,3.60455
DB08804,2.885,-4960.67447673,-5.0072,-2.1222,1.4425,4.40453591,51.35759529,3.5647
DB08814,2.5146,-4627.46587992,-4.9615,-2.4469,1.2573,5.45657267,20.64615096,3.7042
DB08819,3.9127,-5190.47511323,-5.003,-1.0903,1.95635,2.37229438,14.57904241,3.04665
DB08822,2.9974,-5619.93760808,-4.9163,-1.9189,1.4987,3.89670707,27.91825275,3.4176
DB08833,3.9389,-5564.79096323,-4.9994,-1.0605,1.96945,2.33075148,36.85628001,3.02995
DB08834,3.9389,-5564.79096323,-4.9994,-1.0605,1.96945,2.33075148,36.85628001,3.02995
DB08865,3.0709,-5824.21428019,-4.6577,-1.5868,1.53545,3.17445865,34.54239824,3.12225
DB08877,2.9186,-4628.73205049,-4.9337,-2.0151,1.4593,4.13604309,34.02826953,3.4744
DB08883,2.5491,-4766.5409994,-5.0286,-2.4795,1.27455,5.52857534,33.16969304,3.75405
DB08895,3.6841,-4667.07992194,-4.8332,-1.1491,1.84205,2.4285384,30.22681364,2.99115
DB08896,2.9434,-5755.14856815,-4.9747,-2.0313,1.4717,4.1689913,33.31343163,3.503
DB08899,2.3102,-5618.51764903,-4.966,-2.6558,1.1551,6.28645087,20.51147885,3.8109
DB08906,2.385,-5836.88425333,-4.9932,-2.6082,1.1925,6.05673815,49.15875997,3.8007
DB08911,2.9635,-5618.43607687,-5.0206,-2.0571,1.48175,4.22590158,25.94760535,3.53885
DB08911,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB08922,3.0626,-5303.70115205,-4.5817,-1.5191,1.5313,3.0382486,32.66537743,3.0504
DB08942,2.5329,-5121.40971349,-5.0234,-2.4905,1.26645,5.57253476,29.14849266,3.75695
DB08964,2.981,-4916.96803382,-4.9602,-1.9792,1.4905,4.03851664,23.2697998,3.4697
DB08965,3.7505,-5774.56155345,-5.0082,-1.2577,1.87525,2.61708458,34.79097774,3.13295
DB08974,2.439,-4748.38513088,-4.9069,-2.4679,1.2195,5.57479244,29.04930496,3.6874
DB08991,3.3787,-4438.67770398,-5.0038,-1.6251,1.68935,3.25142179,24.05927012,3.31445
DB09010,2.9536,-4560.29351639,-5.0182,-2.0646,1.4768,4.24617889,27.89215774,3.5414
DB09047,2.5126,-5034.84573703,-4.9766,-2.464,1.2563,5.50849005,31.9437317,3.7203
DB09054,2.8743,-5049.13394537,-5.0022,-2.1279,1.43715,4.42180061,44.33519611,3.56505
DB09074,2.8594,-5114.49273688,-5.009,-2.1496,1.4297,4.48044642,20.51178791,3.5793
DB09078,2.5089,-5433.36801723,-4.9193,-2.4104,1.25445,5.35339213,37.43294408,3.66485
DB09115,2.6734,-4713.14691129,-4.9791,-2.3057,1.3367,4.96262354,37.4884548,3.6424
DB09115,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB09119,3.8443,-4634.29815441,-5.1387,-1.2944,1.92215,2.69130762,30.80885553,3.21655
DB09123,2.6463,-4623.97737103,-5.0057,-2.3594,1.32315,5.12457941,29.15827735,3.68255
DB09133,2.6149,-5369.9320487,-4.8772,-2.2623,1.30745,4.87327051,35.90285526,3.56975
DB09133,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB09151,2.7386,-4864.54203276,-4.7294,-1.9908,1.3693,4.12264369,22.3759534,3.3601
DB09194,3.4376,-5191.58751223,-4.5284,-1.0908,1.7188,2.29632655,42.98146003,2.8096
DB09215,2.2071,-5196.46804526,-4.9709,-2.7638,1.10355,6.77649224,28.65109689,3.86735
DB09234,1.9722,-4918.56998881,-5.0095,-3.0373,0.9861,8.20796449,31.30784774,4.0234
DB09240,1.5132,-5325.84204567,-4.9108,-3.3976,0.7566,11.40455831,26.28208054,4.1542
DB09244,3.4798,-4333.59995806,-4.5996,-1.1198,1.7399,2.35010176,28.90367,2.8597
DB09273,3.427,-4589.18227919,-5.0181,-1.5911,1.7135,3.18657168,30.635042,3.3046
DB09278,3.9395,-3682.27879625,-5.0119,-1.0724,1.96975,2.34920082,24.72478255,3.04215
DB09286,2.1936,-4874.410196,-4.5005,-2.3069,1.0968,5.28135197,54.44515933,3.4037
DB09340,2.7998,-5397.7744014,-4.8954,-2.0956,1.3999,4.36406895,43.62205771,3.4955
DB09340,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB09346,2.6348,-5409.22486182,-4.8929,-2.2581,1.3174,4.85205718,29.37488207,3.5755
DB09346,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB09371,3.7105,-4569.76304211,-5.0507,-1.3402,1.85525,2.75189347,28.97010269,3.19545
DB09534,1.779,-6129.33809657,-4.9402,-3.1612,0.8895,9.22325491,30.38902164,4.0507
DB11155,3.515,-5707.77818388,-4.9023,-1.3873,1.7575,2.81358949,35.9407487,3.1448
DB11284,3.9686,-6071.055986,-5.0049,-1.0363,1.9843,2.29905366,40.31376773,3.0206
DB11336,3.5964,-4377.13941869,-4.9649,-1.3685,1.7982,2.78834081,17.2473711,3.1667
DB11349,3.923,-4734.22435248,-5.0073,-1.0843,1.9615,2.36474577,20.385627,3.0458
DB11378,3.1672,-4850.87977758,-5.0483,-1.8811,1.5836,3.79014464,29.27590493,3.4647
DB11394,3.0884,-5008.07063817,-4.9755,-1.8871,1.5442,3.81227163,23.38279891,3.4313
DB11413,3.3524,-5881.37971572,-5.0646,-1.7122,1.6762,3.42478659,30.06356367,3.3884
DB11416,3.3897,-6223.43187666,-4.4383,-1.0486,1.69485,2.22040827,29.81529165,2.74345
DB11423,2.9519,-5571.40129019,-4.9496,-1.9977,1.47595,4.08761961,16.36334237,3.47365
DB11425,3.9592,-5768.95970943,-5.0956,-1.1364,1.9796,2.45237826,54.14617278,3.116
DB11429,2.9936,-4572.25790501,-5.0663,-2.0727,1.4968,4.25618996,27.75968634,3.5695
DB11430,3.967,-5878.01101361,-5.0102,-1.0432,1.9835,2.30927978,15.64197718,3.0267
DB11433,3.038,-4849.463737,-4.9825,-1.9445,1.519,3.94859521,33.81147303,3.4635
DB11442,3.033,-5969.18202734,-4.8105,-1.7775,1.5165,3.57745994,23.72349637,3.294
DB11443,2.7886,-5067.08033012,-4.9066,-2.118,1.3943,4.42381528,56.96212562,3.5123
DB11450,3.0038,-4745.93683588,-5.0014,-1.9976,1.5019,4.07700255,32.36218087,3.4995
DB11453,2.3807,-4998.97286686,-4.9661,-2.5854,1.19035,5.98827574,14.948888,3.77575
DB11460,3.8666,-4814.66292112,-4.951,-1.0844,1.9333,2.35517335,27.27387578,3.0177
DB11466,3.3411,-5265.80126467,-4.9832,-1.6421,1.67055,3.28444226,24.56917241,3.31265
DB11480,1.3815,-4490.97814989,-5.0313,-3.6498,0.69075,13.63762164,25.83154008,4.34055
DB11485,2.6425,-6370.60883581,-5.0818,-2.4393,1.32125,5.35165045,39.96550504,3.76055
DB11490,3.6399,-4658.59165148,-4.7217,-1.0818,1.81995,2.31329242,25.40807795,2.90175
DB11511,2.5839,-5042.90299671,-4.7238,-2.1399,1.29195,4.55806897,9.61196738,3.43185
DB11544,3.5271,-6111.44093713,-4.9829,-1.4558,1.76355,2.93845211,13.46230113,3.21935
DB11591,3.28,-5120.71540285,-4.6016,-1.3216,1.64,2.6741081,36.29365564,2.9616
DB11614,3.0832,-5272.36814026,-4.6938,-1.6106,1.5416,3.22274417,32.95144474,3.1522
DB11660,2.6181,-5351.46522064,-5.0133,-2.3952,1.30905,5.24100228,41.20198689,3.70425
DB11671,2.7055,-5550.75598941,-4.9922,-2.2867,1.35275,4.89580348,50.29059614,3.63945
DB11681,2.9651,-5012.05099659,-4.9114,-1.9463,1.48255,3.96513181,40.07769342,3.42885
DB11683,2.6657,-5392.59129941,-4.8996,-2.2339,1.33285,4.77236957,29.05778361,3.56675
DB11689,2.9024,-7877.25950728,-4.7135,-1.8111,1.4512,3.6668279,31.79586808,3.2623
DB11691,2.5994,-5551.6598359,-4.7674,-2.168,1.2997,4.62604574,31.93905309,3.4677
DB11696,3.657,-5209.53814003,-5.0531,-1.3961,1.8285,2.84332654,26.9651404,3.2246
DB11708,3.7376,-4710.29129332,-4.8796,-1.142,1.8688,2.42533086,34.35110081,3.0108
DB11736,2.5023,-5557.56678617,-4.9404,-2.4381,1.25115,5.43922214,14.60758456,3.68925
DB11739,2.5946,-5111.6949615,-4.9558,-2.3612,1.2973,5.15864575,23.20676411,3.6585
DB11741,2.007,-5003.58305193,-4.6529,-2.6459,1.0035,6.63583476,32.66952473,3.6494
DB11747,2.6519,-5926.84693345,-4.7736,-2.1217,1.32595,4.48217901,15.91731962,3.44765
DB11750,2.5952,-5357.70471081,-5.054,-2.4588,1.2976,5.43716899,30.11383625,3.7564
DB11751,2.5378,-5115.98599368,-5.0245,-2.4867,1.2689,5.55777893,30.46431061,3.7556
DB11757,2.5637,-4938.07202314,-4.8994,-2.3357,1.28185,5.10460194,16.41638741,3.61755
DB14941,3.9575,-5465.0525043,-5.065,-1.1075,1.97875,2.40680709,31.09122403,3.08625
DB14961,2.965,-5013.34711901,-5.0145,-2.0495,1.4825,4.20742799,35.71172947,3.532
DB14966,2.6729,-5230.90293765,-4.8397,-2.1668,1.33645,4.59155246,25.44678509,3.50325
DB14970,3.412,-5070.32044678,-5.0057,-1.5937,1.706,3.19109616,20.34452469,3.2997
DB14971,3.0933,-4909.35690534,-5.0392,-1.9459,1.54665,3.94333091,22.55946137,3.49255
DB14971,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB14980,2.7338,-5014.29452099,-4.7467,-2.0129,1.3669,4.17845052,36.14271349,3.3798
DB14982,2.6483,-5013.36151639,-5.0145,-2.3662,1.32415,5.14242462,27.72917604,3.69035
DB14985,2.7111,-4819.0227582,-4.9566,-2.2455,1.35555,4.7831364,13.22529095,3.60105
DB14995,3.1565,-5065.72716682,-4.9782,-1.8217,1.57825,3.66217646,32.90947717,3.39995
DB14998,2.4477,-4840.68756618,-4.9796,-2.5319,1.22385,5.76282145,34.83337797,3.75575
DB15006,2.5898,-5842.93602162,-4.844,-2.2542,1.2949,4.86373883,38.6401638,3.5491
DB15010,3.6172,-5183.15175366,-4.9573,-1.3401,1.8086,2.74088015,57.4251466,3.1487
DB15028,2.4601,-5527.75381158,-5.0052,-2.5451,1.23005,5.79316187,38.71106122,3.77515
DB15029,2.763,-5235.99324421,-4.7693,-2.0063,1.3815,4.15388666,42.2425072,3.3878
DB15031,3.2607,-5470.97445096,-4.991,-1.7303,1.63035,3.46366376,38.18207817,3.36065
DB15033,2.9258,-4521.5035197,-4.9068,-1.981,1.4629,4.05374503,39.53918404,3.4439
DB15058,2.7384,-4864.5420541,-4.7292,-1.9908,1.3692,4.12269939,22.36688654,3.36
DB15062,3.1446,-6294.42430932,-5.0191,-1.8745,1.5723,3.7780418,57.57066686,3.4468
DB15092,2.9225,-4884.86830184,-4.6766,-1.7541,1.46125,3.53754512,22.48280522,3.21535
DB15114,2.5594,-4797.65749339,-5.0353,-2.4759,1.2797,5.51087417,39.96558912,3.7556
DB15145,3.0464,-5392.48280759,-4.7957,-1.7493,1.5232,3.51538086,36.65316075,3.2725
DB15157,2.4004,-5681.97630858,-4.9571,-2.5567,1.2002,5.87997734,25.38730748,3.7569
DB15173,2.9143,-5442.30149241,-4.5582,-1.6439,1.45715,3.29976705,23.53666384,3.10105
DB15196,3.0799,-4696.32726833,-4.6728,-1.5929,1.53995,3.18671032,26.59660868,3.13285
DB15197,2.7154,-4959.51252208,-5.0034,-2.288,1.3577,4.89472214,40.1093481,3.6457
DB15205,3.4479,-5304.20951312,-4.9712,-1.5233,1.72395,3.0582768,40.08511873,3.24725
DB15219,2.6539,-4780.48334524,-4.923,-2.2691,1.32695,4.87266875,43.70942606,3.59605
DB15242,2.7301,-5528.64935891,-4.8957,-2.1656,1.36505,4.56594609,22.91275512,3.53065
DB15247,2.2646,-5133.00507686,-4.8635,-2.5989,1.1323,6.14759933,19.31065612,3.7312
DB15256,3.1711,-4979.86894977,-5.0434,-1.8723,1.58555,3.77052967,18.50290218,3.45785
DB15266,2.4162,-6448.48106258,-5.0359,-2.6197,1.2081,6.06408941,35.79333298,3.8278
DB15292,2.4752,-5319.87338545,-4.8246,-2.3494,1.2376,5.19819368,32.76230396,3.587
DB15295,2.5489,-5052.94483724,-4.9482,-2.3993,1.27445,5.29500532,33.93453224,3.67375
DB15315,2.7475,-6273.69337072,-4.6313,-1.8838,1.37375,3.86228644,68.2810141,3.25755
DB15323,2.8205,-4863.62149214,-4.9911,-2.1706,1.41025,4.54617505,28.78803612,3.58085
DB15345,2.8297,-5170.98427374,-4.9606,-2.1309,1.41485,4.44299504,37.38825046,3.54575
DB15346,2.4268,-4903.46264291,-4.9418,-2.515,1.2134,5.72810555,27.80320199,3.7284
DB15399,3.0971,-5200.21748924,-4.8136,-1.7165,1.54855,3.44210762,24.92535335,3.26505
DB15419,2.7979,-4993.8892839,-4.9666,-2.1687,1.39895,4.54917135,18.18396942,3.56765
DB15425,3.355,-4918.9646428,-4.5607,-1.2057,1.6775,2.47774731,36.78410035,2.8832
DB15427,3.1949,-4873.90693396,-5.0663,-1.8714,1.59745,3.76629013,27.29181638,3.46885
DB15427,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB15431,2.4816,-5561.97145657,-4.8398,-2.3582,1.2408,5.21953619,14.19890015,3.599
DB15442,1.9565,-5087.39106214,-4.1146,-2.1581,0.97825,5.02769809,38.07297191,3.13635
DB15448,2.4589,-4915.52558603,-5.0109,-2.552,1.22945,5.81534999,17.24116005,3.78145
DB15449,3.1329,-5531.34324662,-4.9563,-1.8234,1.56645,3.66787418,30.45673783,3.38985
DB15489,3.6597,-5517.47241603,-5.0422,-1.3825,1.82985,2.81968263,35.58290119,3.21235
DB15490,3.378,-4929.96443552,-4.9599,-1.5819,1.689,3.16719562,33.56914197,3.2709
DB15493,2.7332,-5109.6807926,-4.9966,-2.2634,1.3666,4.82105225,31.78084228,3.63
DB15565,3.5631,-4960.34677449,-4.6827,-1.1196,1.78155,2.36217657,35.36557303,2.90115
DB15590,2.5967,-5017.28878973,-4.9326,-2.3359,1.29835,5.08636849,21.6421242,3.63425
DB15630,2.7168,-5493.28682849,-4.9306,-2.2138,1.3584,4.69692758,20.24278007,3.5722
DB15647,2.5817,-5314.97491037,-5.0049,-2.4232,1.29085,5.34305589,36.2890703,3.71405
DB15652,2.9283,-6161.42176198,-4.8226,-1.8943,1.46415,3.8517865,20.92793401,3.35845
DB15672,3.5819,-6056.45264131,-4.9509,-1.369,1.79095,2.78770597,31.91984448,3.15995
DB15674,3.732,-5224.92760797,-4.9987,-1.2667,1.866,2.62963807,15.60403467,3.1327
DB15675,2.6828,-5630.51889886,-4.9947,-2.3119,1.3414,4.97487733,24.45942119,3.6533
DB15686,3.4208,-4681.3602728,-5.0426,-1.6218,1.7104,3.24589477,40.42805685,3.3322
DB15690,3.9568,-4591.70293334,-5.0464,-1.0896,1.9784,2.37884755,28.58773602,3.068
DB15784,2.7693,-4866.69857649,-4.9921,-2.2228,1.38465,4.69927256,22.6462739,3.60745
DB15821,2.7058,-5207.93722412,-4.9886,-2.2828,1.3529,4.88517795,37.10282559,3.6357
DB15861,3.0932,-5792.03033577,-4.973,-1.8798,1.5466,3.79549236,32.49962077,3.4264
DB15945,1.8586,-4742.98982574,-4.8834,-3.0248,0.9293,8.41219564,29.00750341,3.9541
DB15954,3.3493,-4714.98767062,-4.687,-1.3377,1.67465,2.70929822,26.78403564,3.01235
DB15959,2.8604,-5511.5673917,-5.0355,-2.1751,1.4302,4.54418546,30.99131004,3.6053
DB15971,3.0034,-5346.08841492,-4.3515,-1.3481,1.5017,2.70405542,19.88684695,2.8498
DB16001,2.9377,-4999.98219962,-5.0712,-2.1335,1.46885,4.41737602,37.55073057,3.60235
DB16003,2.8252,-4955.88706818,-4.9835,-2.1583,1.4126,4.51342447,32.2225647,3.5709
DB16026,2.2563,-5929.41406475,-4.8949,-2.6386,1.12815,6.28835065,39.67387543,3.76675
DB16027,3.9543,-4572.41537257,-4.9744,-1.0201,1.97715,2.27183258,43.10589498,2.99725
DB16035,2.6868,-5217.17185557,-4.9909,-2.3041,1.3434,4.95171068,36.83862014,3.6475
DB16041,1.1167,-4542.25601248,-5.0323,-3.9156,0.55835,17.92444578,34.62472012,4.47395
DB16042,3.2222,-5823.79300991,-4.9348,-1.7126,1.6111,3.42839727,48.21132715,3.3237
DB16043,2.7683,-5515.32552599,-4.919,-2.1507,1.38415,4.51365984,36.40838663,3.53485
DB16045,2.6389,-6110.20404518,-4.2208,-1.5819,1.31945,3.18990179,42.76167676,2.90135
DB16047,1.5453,-5073.23105944,-4.7852,-3.2399,0.77265,10.4190497,34.55329702,4.01255
DB16051,1.6569,-7188.8606268,-5.0172,-3.3603,0.82845,10.58943,18.94872146,4.18875
DB16054,3.2898,-5354.91918098,-4.9762,-1.6864,1.6449,3.37332351,17.71890785,3.3313
DB16057,1.6324,-5468.44021378,-5.0635,-3.4311,0.8162,11.05094174,28.98672957,4.2473
DB16060,2.9055,-5580.87462427,-4.8237,-1.9182,1.45275,3.91096331,37.48442817,3.37095
DB16063,2.1813,-4686.69461682,-4.0868,-1.9055,1.09065,4.1153967,38.9944734,2.99615
DB16076,3.6866,-4903.1518036,-4.7095,-1.0229,1.8433,2.22836826,20.77137248,2.8662
DB16087,2.4918,-5615.10944351,-4.3156,-1.8238,1.2459,3.78162697,34.140393,3.0697
DB16108,2.8349,-5206.46134749,-4.9923,-2.1574,1.41745,4.50793768,29.3131682,3.57485
DB16119,2.3535,-6239.69226619,-4.421,-2.0675,1.17675,4.47213005,42.34544421,3.24425
DB16122,2.3946,-4659.20156792,-4.37,-1.9754,1.1973,4.20363538,26.73167765,3.1727
DB16124,2.6915,-5073.01605624,-4.8791,-2.1876,1.34575,4.63851467,16.23680531,3.53335
DB16141,2.92,-5078.57381775,-4.9939,-2.0739,1.46,4.27686617,23.98212528,3.5339
DB16157,2.8085,-5225.66188477,-4.8655,-2.057,1.40425,4.26571179,23.48387358,3.46125
DB16189,3.4984,-5738.88704051,-4.9001,-1.4017,1.7492,2.83791757,32.60628459,3.1509
DB16193,3.0438,-4936.40517453,-4.8653,-1.8215,1.5219,3.67248951,30.64893775,3.3434
DB16204,2.6431,-4939.71537506,-4.7002,-2.0571,1.32155,4.31889668,40.44944708,3.37865
DB16214,2.7901,-5172.17323155,-4.9942,-2.2041,1.39505,4.64280159,42.01322212,3.59915
DB16219,2.7622,-4888.56706967,-4.8873,-2.1251,1.3811,4.45059679,11.69423871,3.5062
DB16236,2.1506,-5414.52078903,-4.7581,-2.6075,1.0753,6.30661947,18.05461592,3.6828
DB16237,2.2828,-5968.96630645,-4.5601,-2.2773,1.1414,5.11981325,16.46847782,3.4187
DB16239,2.6749,-5377.53079613,-4.951,-2.2761,1.33745,4.88158197,30.33282567,3.61355
DB16240,3.3841,-5206.76888294,-4.7902,-1.4061,1.69205,2.83636223,34.97269973,3.09815
DB16243,3.2386,-4839.61459527,-4.9429,-1.7043,1.6193,3.4108309,17.98515741,3.3236
DB16255,2.6745,-5609.01800309,-4.8904,-2.2159,1.33725,4.72046174,13.47018554,3.55315
DB16297,1.9815,-5228.46151576,-4.6378,-2.6563,0.99075,6.7125782,29.38279339,3.64705
DB16324,2.8091,-4636.02475955,-4.9863,-2.1772,1.40455,4.56691932,26.82326747,3.58175
DB16344,2.2855,-4958.43087139,-4.98,-2.6945,1.14275,6.4425673,30.36517161,3.83725
DB16349,3.7037,-5552.35854057,-4.9885,-1.2848,1.85185,2.65641743,26.60208552,3.13665
DB16351,3.2454,-4876.98516592,-4.402,-1.1566,1.6227,2.38014066,31.08078165,2.7793
DB16457,2.855,-5223.4626444,-5.032,-2.177,1.4275,4.55076016,35.7260104,3.6045
DB16502,2.4442,-5766.75985691,-5.0015,-2.5573,1.2221,5.84398345,25.6764491,3.7794
DB16515,1.5119,-5247.37972587,-3.7519,-2.24,0.75595,5.93671301,35.3500278,2.99595
DB16625,3.7665,-4882.05221006,-5.0274,-1.2609,1.88325,2.62463274,32.89952933,3.14415
DB16660,2.5037,-4933.54472921,-4.4193,-1.9156,1.25185,4.0071652,23.35788472,3.16745
DB16690,3.8905,-5004.80001137,-4.9799,-1.0894,1.94525,2.3670738,31.28611922,3.03465
DB16703,2.5933,-5125.74936532,-4.9094,-2.3161,1.29665,5.03295514,54.00508396,3.61275
DB16733,3.4114,-4945.36250966,-4.8244,-1.413,1.7057,2.85111382,35.95483686,3.1187
DB16758,2.0627,-5444.12806685,-4.9643,-2.9016,1.03135,7.49895559,37.99677371,3.93295
DB16824,3.6489,-5634.99327832,-4.7573,-1.1084,1.82445,2.35731566,20.8029795,2.93285
DB16826,3.1794,-4862.42740828,-4.9124,-1.733,1.5897,3.47245873,17.94987959,3.3227
DB16827,3.9237,-4637.5861909,-5.0271,-1.1034,1.96185,2.3946167,27.01889925,3.06525
DB16828,1.4648,-4956.97865845,-3.9739,-2.5091,0.7324,7.1732129,15.96717894,3.2415
DB16835,2.7887,-5106.24675088,-4.9225,-2.1338,1.39435,4.46367211,37.50652212,3.52815
DB16849,3.2209,-4804.40882756,-4.6919,-1.471,1.61045,2.94803754,26.95432416,3.08145
DB16850,2.6196,-5118.93196878,-4.9693,-2.3497,1.3098,5.11220807,11.01916706,3.6595
DB16851,2.5729,-5430.37977525,-4.7622,-2.1893,1.28645,4.69541687,13.85286515,3.47575
DB16879,2.682,-4934.58449655,-4.9597,-2.2777,1.341,4.88254649,27.49830134,3.6187
DB16889,3.7349,-5498.55904159,-5.0084,-1.2735,1.86745,2.6414541,16.87695522,3.14095
DB16894,3.4174,-4819.92291327,-4.9635,-1.5461,1.7087,3.09993651,43.54232346,3.2548
DB16898,3.1933,-5142.50372165,-4.9685,-1.7752,1.59665,3.56038343,27.25574192,3.37185
DB16928,3.9338,-4922.5528088,-5.0143,-1.0805,1.9669,2.3607318,38.45815407,3.0474
DB16935,2.855,-5223.4626444,-5.032,-2.177,1.4275,4.55076016,35.7260104,3.6045
DB16936,3.2339,-5332.35846523,-5.0691,-1.8352,1.61695,3.68512929,29.55170332,3.45215
DB16950,3.3089,-4926.07230024,-4.8675,-1.5586,1.65445,3.11997652,23.64669292,3.21305
DB16954,3.1619,-4949.1152867,-4.1982,-1.0363,1.58095,2.16641815,39.44114468,2.61725
DB16987,2.831,-4846.59047383,-5.0444,-2.2134,1.4155,4.65168323,18.93294213,3.6289
DB17029,1.3443,-4860.01128566,-4.9517,-3.6074,0.67215,13.62385494,24.95925614,4.27955
DB17031,1.0429,-4618.70548619,-3.3414,-2.2985,0.52145,7.62500528,27.03082764,2.81995
DB17033,3.0883,-4962.1201804,-4.7718,-1.6835,1.54415,3.37328774,30.53249065,3.22765
DB17038,0.8234,-5072.92866164,-4.5307,-3.7073,0.4117,20.60500486,33.97875838,4.119
DB17041,2.5452,-5914.52599582,-4.309,-1.7638,1.2726,3.62239705,22.14342061,3.0364
